"","mean.X","sd.X","mean.Y","sd.Y"
"1",9.84683620020875,0.943713174186575,263.926421404682,265.584579869893
"2",9.64821084961697,1.13684068448764,383.09364548495,455.433208394467
"3",10.412232832625,0.922550251339061,142.130434782609,127.172528704877
"4",10.3670973709461,0.936092811587703,160.826086956522,180.900255772797
"5",9.985811482449,1.05435924149655,242.792642140468,242.651123213322
"6",10.024586490739,1.0237498893848,245.260869565217,344.018980923267
"7",9.58022449629448,1.15554161675624,411.05016722408,468.361280873124
"8",10.0323093702595,0.962117820571648,225.602006688963,234.280374956844
"9",9.99826318455195,1.04619412187027,280.642140468227,433.927802692758
"10",10.2306008264148,0.915368167330427,190.117056856187,238.453750127143
"11",10.0350448911608,1.00527324755363,245.224080267559,342.077976837134
"12",10.2018649869416,1.24569885708206,235.47491638796,280.534392739359
"13",9.69561283313424,1.05681995068823,348.846153846154,427.863409346143
"14",9.81442425525634,0.805975082481329,244.933110367893,217.518560977732
"15",9.96212522765721,0.767517047481016,206.301003344482,169.11904497965
"16",10.1986425484489,0.937297769453109,180.277591973244,155.559716407168
"17",10.5457398050563,1.01232335049441,135.09364548495,128.789451216781
"18",9.77950865900914,0.789348266892829,249.578595317726,219.790221086536
"19",9.95340832229399,0.814823196987738,217.284280936455,196.01115257375
"20",9.92456092436167,0.813393550478593,219.725752508361,188.218899333001
"21",9.90639239594287,1.32533710380133,412.384615384615,820.531761547856
"22",10.0351202309886,1.38178831409233,336.160535117057,502.470154358634
"23",10.3400099876966,0.976812912813314,169.133779264214,191.310095167115
"24",10.2611260687424,1.01766915664488,184.033444816054,182.793256759151
"25",9.78964173394887,0.980791939847229,278.588628762542,259.018102042497
"26",9.41858681820156,1.04757113080938,456.321070234114,593.292539568446
"27",9.82046151437183,0.869690451056572,254.648829431438,228.939223838364
"28",10.0159248422356,0.809304203551145,199.083612040134,163.001018130997
"29",9.52041600281508,1.06703895412516,405.772575250836,443.506794720757
"30",9.57290659415674,1.04294647744838,371.491638795987,388.856733892592
